IDENT_MEN;A0111;A0112;A0113;A0114;A0115;A0116;A0117;A0118;A0119;A0121;A0122;A0211;A0212;A0213
01866;0;1744;0;356;0;0;0;1339;0;0;0;0;0;0
01867;0;0;0;0;0;385;0;0;0;0;0;0;0;0
01868;0;0;0;89;0;1045;1535;62;0;0;0;0;0;0
01876;0;0;0;0;0;0;1086;0;0;0;0;0;0;0
01879;0;0;0;0;0;479;1782;0;0;0;0;0;0;0
01881;0;0;0;0;0;200;256;0;0;0;0;0;0;0
01887;0;0;0;0;0;3170;0;0;0;0;0;0;0;0
01891;0;0;0;0;0;729;0;0;0;0;0;0;0;0
01901;0;0;0;0;0;0;124;0;0;0;0;0;0;0
01904;0;0;0;0;0;560;0;0;0;0;0;0;0;0
01905;0;0;0;104;0;0;0;13;0;0;0;621;0;0
01907;0;0;0;0;0;0;554;51;0;0;0;0;0;0
01910;0;0;0;89;0;199;86;51;0;0;0;0;0;0
01911;0;1788;0;0;0;242;641;0;0;0;0;0;0;0
01912;0;0;0;333;0;196;1517;0;0;0;0;0;0;0
01913;0;0;0;0;0;1818;0;0;0;0;0;0;0;0
01924;0;0;0;0;0;0;3711;0;0;0;0;0;0;0
01925;0;0;0;74;0;0;0;0;0;0;0;0;0;0
01928;0;0;0;15;0;8587;191;0;0;0;0;0;0;0
01930;0;0;0;0;0;203;0;0;0;0;0;0;0;0
01939;0;1502;2304;148;0;903;698;0;0;0;0;0;0;0
01941;0;714;0;0;0;0;0;0;0;0;0;0;0;0
01944;0;699;0;0;0;149;306;25;0;0;0;0;310;0
01946;0;0;585;0;0;0;0;1011;0;0;0;0;0;0
01957;0;0;0;0;0;0;266;0;0;0;0;0;0;0
01958;0;0;0;0;0;0;5399;0;0;0;0;0;0;0
01959;0;0;0;0;0;0;431;0;0;0;0;0;0;0
01967;0;0;0;15;0;186;0;0;0;0;0;0;0;0
01970;0;2019;0;0;0;522;961;0;0;0;0;0;0;0
01977;0;0;0;0;0;61;0;0;0;0;0;0;0;0
01985;0;449;0;0;0;0;0;0;0;0;0;0;0;0
01990;0;0;0;0;0;0;7025;0;0;0;0;0;0;0
02001;0;0;0;0;0;0;953;0;0;0;0;0;0;0
02002;0;233;0;0;0;0;656;0;0;0;0;0;0;0
02007;0;0;0;59;0;0;0;63;0;0;0;0;0;0
02008;0;0;0;0;0;240;256;0;0;0;0;0;0;0
02012;0;0;0;0;0;784;760;0;0;0;0;0;0;0
02021;0;12602;0;0;0;0;262;0;0;0;0;0;0;0
02032;0;0;0;0;0;0;2227;0;0;0;0;0;0;0
02037;0;0;0;0;0;0;2330;126;0;0;0;0;0;0
02041;0;0;0;0;0;0;95;0;0;0;0;0;0;0
02051;0;0;0;0;0;298;0;0;0;0;0;0;0;0
02058;0;0;0;0;0;100;1307;0;0;0;0;0;0;0
02059;0;0;0;0;0;99;0;0;0;0;0;0;0;0
02060;0;0;0;0;0;0;126;0;0;0;0;0;0;0
02068;0;0;0;935;0;0;0;0;0;0;0;0;0;0
02069;0;0;0;59;0;0;0;0;0;0;0;0;0;0
02074;0;1735;2304;0;0;1204;635;0;0;0;0;0;310;0
02077;0;0;0;0;0;0;182;0;0;0;0;0;0;0
02081;0;0;0;0;0;121;108;51;0;0;0;0;0;0
02087;0;0;0;0;0;677;0;0;0;0;0;0;0;0
02092;0;0;0;0;0;0;1;0;0;0;0;0;0;0
02098;0;0;0;0;0;1068;1462;0;0;0;100;0;0;0
02099;0;0;0;0;0;0;382;0;0;0;0;0;0;0
02108;0;0;0;45;0;0;0;0;0;0;0;0;0;0
02109;0;2096;0;0;0;2777;409;0;0;0;0;0;0;0
02117;0;0;0;0;0;923;1262;0;0;0;0;0;0;0
02118;0;0;0;445;0;1449;1988;0;0;0;0;0;0;0
02119;0;233;0;223;0;121;0;0;0;0;0;0;0;0
02128;0;0;0;178;0;0;66;0;0;0;0;0;0;0
02132;0;0;0;0;0;50;160;0;0;0;0;0;0;0
02136;0;0;0;0;0;0;158;0;0;0;0;0;0;0
02143;0;35;0;0;0;232;382;0;0;0;0;0;0;0
02144;0;0;0;0;0;299;398;0;0;0;0;0;0;0
02145;0;0;0;0;0;1999;3241;0;0;0;0;0;0;0
02149;0;0;0;0;0;0;95;38;0;0;0;0;0;0
02150;0;0;0;89;0;0;0;0;0;0;0;0;0;0
02154;0;0;0;0;0;0;688;0;0;0;0;0;0;0
02162;0;0;0;0;0;0;936;0;0;0;0;0;0;0
02170;0;0;0;0;0;242;382;0;0;0;0;0;0;0
02184;0;0;2835;0;0;768;781;0;0;0;0;0;0;0
02185;0;0;0;0;0;125;1198;0;0;0;0;0;0;0
02187;0;0;0;0;0;0;640;0;0;0;0;0;0;0
02188;0;2260;0;0;0;1715;573;0;0;0;0;0;0;0
02191;0;0;0;208;0;0;262;0;0;0;0;0;0;0
02206;0;1410;0;74;0;0;584;0;0;0;0;0;0;0
02208;0;0;0;0;0;499;209;0;0;0;0;0;0;0
02217;0;828;0;178;0;0;217;0;0;0;0;0;0;0
02219;0;0;0;0;0;0;0;63;0;0;0;0;0;0
02224;0;0;0;0;0;0;0;253;0;0;0;0;0;0
02228;0;401;0;178;0;242;444;0;0;0;0;0;0;0
02231;0;0;0;178;0;0;0;0;0;0;0;0;0;0
02234;0;0;0;0;0;0;191;0;0;0;0;0;0;0
02235;0;0;0;0;0;596;0;0;0;0;0;0;0;0
02242;0;0;0;0;0;606;1280;0;0;0;0;0;0;0
02243;0;0;0;0;0;42;218;0;0;0;0;0;0;0
02244;0;0;0;0;0;121;610;76;0;0;0;0;0;0
02251;0;0;0;67;0;0;22;0;0;0;0;0;0;0
02252;0;0;0;0;0;0;382;0;0;0;0;0;0;0
02253;0;233;0;178;0;0;1021;0;0;0;0;0;0;0
02254;0;0;0;0;0;196;0;88;0;0;0;0;0;0
02257;0;0;0;0;0;0;1642;0;0;0;0;0;0;0
02258;0;0;0;0;0;813;302;0;0;0;0;0;0;0
02259;0;0;1582;0;0;0;191;0;0;0;0;0;0;0
02262;0;0;0;30;0;120;414;0;0;0;0;0;0;0
02271;0;0;0;0;0;2901;327;0;0;0;0;0;0;0
02275;0;0;0;0;0;0;1539;0;0;0;0;0;0;0
02293;0;0;0;0;0;385;543;0;0;0;0;0;0;0
02298;0;0;0;0;0;0;325;0;0;0;0;0;0;0
02299;0;1813;0;178;0;0;599;76;0;0;0;0;0;0
02304;0;0;0;0;0;121;345;0;50;0;0;0;0;0
02306;0;0;0;0;0;0;256;0;0;0;0;0;0;0
02308;0;0;0;45;0;36;573;0;0;0;0;0;0;0
02312;0;286;0;0;0;0;0;0;0;0;0;0;0;0
02317;0;0;0;0;0;0;153;0;0;0;0;0;0;0
02320;0;0;0;0;0;96;0;0;0;0;0;0;0;0
02330;0;0;0;0;0;0;763;0;0;0;0;0;0;0
02331;0;0;0;0;0;0;191;0;0;0;0;0;0;0
02338;0;0;0;0;0;433;1129;0;0;0;0;0;0;0
02340;0;233;0;0;0;0;0;0;0;0;0;0;0;0
02341;0;0;0;0;0;0;407;0;0;0;0;0;0;0
02342;0;0;0;15;0;0;7299;0;0;0;0;0;0;0
02353;0;0;0;0;0;0;586;0;0;0;0;0;0;0
02368;0;0;0;0;0;0;0;20;0;0;0;0;0;0
02371;0;0;0;0;0;843;623;0;0;0;0;0;0;0
02379;0;0;0;0;0;15950;0;0;0;0;0;0;0;0
02385;0;0;0;0;0;0;197;0;0;0;0;0;0;0
02388;0;0;0;89;0;0;173;0;0;0;0;0;0;0
02390;0;0;0;0;0;0;371;126;0;0;0;0;0;0
02399;0;0;0;59;0;99;425;0;0;0;0;0;0;0
02405;0;0;0;0;0;0;896;0;0;0;0;0;0;0
02413;0;0;0;267;0;0;0;0;0;0;0;0;0;0
02416;0;0;0;0;0;0;1026;0;0;0;0;0;0;0
02421;0;0;0;59;0;0;203;0;0;0;0;0;0;0
02424;0;0;0;0;0;2952;0;0;0;0;0;0;0;0
02426;0;0;0;0;0;0;126;0;0;0;0;0;0;0
02427;0;0;0;0;0;0;139;0;0;0;0;0;0;0
02429;0;0;0;0;0;0;659;0;0;0;0;0;0;0
02430;0;0;0;0;0;1999;6154;0;0;0;0;0;0;0
02431;0;0;0;0;0;61;134;0;0;0;0;0;0;0
02439;0;804;1687;165;0;615;153;0;0;0;0;0;0;0
02441;0;0;0;0;0;0;197;0;0;0;0;0;0;0
02443;0;0;0;0;0;2800;1676;0;0;0;0;0;0;0
02449;0;0;0;297;0;0;0;0;0;0;0;0;0;0
02455;0;821;8074;0;0;1345;479;0;0;0;0;0;0;0
02456;0;0;0;0;0;209;434;0;0;0;0;0;0;0
02458;0;207;0;178;0;0;0;63;0;0;0;0;0;0
02465;0;0;0;0;0;482;0;0;0;0;0;0;0;0
02469;0;0;0;208;0;0;333;0;0;0;0;0;0;0
02473;0;0;0;0;0;1715;0;0;0;0;0;0;0;0
02476;210;0;0;249;0;562;437;123;0;0;0;0;931;0
02478;0;0;0;0;0;0;934;0;0;0;0;0;0;0
02479;0;0;0;178;0;542;442;0;0;0;0;0;0;0
02482;0;0;0;178;0;1071;1980;0;0;0;0;0;0;0
02483;0;0;0;0;0;0;3819;0;0;0;0;0;0;0
02485;0;0;0;178;0;0;0;0;0;0;0;0;0;0
02488;0;0;0;0;0;0;193;32;0;0;0;0;0;0
02499;0;0;0;0;0;0;0;202;0;0;0;0;0;0
02501;0;233;0;148;0;0;0;0;0;0;0;0;0;0
02507;0;0;0;0;0;0;2085;0;0;0;0;0;0;0
02514;0;0;0;0;0;670;500;0;0;0;0;0;0;0
02523;0;233;0;178;0;0;741;0;0;0;0;0;0;0
02524;0;0;0;0;0;0;191;0;0;0;0;0;0;0
02526;0;0;0;0;0;482;0;0;0;0;0;0;0;0
02538;0;0;0;0;0;1220;131;0;0;0;0;0;0;0
02542;0;0;0;178;0;0;153;0;0;0;0;0;0;0
02544;0;0;0;0;0;0;210;0;0;0;0;0;0;0
02546;0;715;0;0;0;0;1446;0;0;0;0;0;0;0
02552;0;0;0;0;0;606;0;0;0;0;0;0;0;0
02554;0;0;0;0;0;0;336;0;0;0;0;0;0;0
02555;0;0;0;89;0;149;1114;0;0;0;0;0;0;0
02560;0;0;0;0;0;0;328;0;0;0;0;0;0;0
02563;0;0;0;0;0;325;307;0;0;0;0;0;0;0
02565;0;0;0;0;0;0;191;0;0;0;0;0;0;0
02568;0;0;791;0;0;502;109;0;0;0;0;0;0;0
02570;0;0;0;0;0;0;1008;0;0;0;0;0;0;0
02574;0;0;0;0;0;363;256;0;0;0;0;0;0;0
02595;0;0;0;0;0;0;0;25;0;0;0;0;0;0
02597;0;0;0;1666;0;3225;4994;0;0;0;0;0;0;0
02600;450;0;331;0;0;0;326;0;0;0;0;0;0;0
02601;0;0;0;0;0;0;223;0;0;0;0;0;0;0
02607;0;2225;0;0;0;1801;453;0;0;0;0;0;0;0
02608;0;0;0;0;0;0;544;0;0;0;0;0;0;0
02617;0;0;0;0;0;0;404;0;0;0;0;0;0;0
02631;0;0;0;0;0;708;248;0;0;0;0;0;0;0
02634;0;351;509;0;0;0;339;0;0;0;0;0;0;0
02636;0;0;0;0;0;0;554;0;0;0;0;0;0;0
02638;0;0;0;0;0;344;0;0;0;0;0;0;0;0
02642;0;92;0;0;0;0;0;0;0;0;0;0;0;0
02644;0;0;0;0;0;121;0;126;0;0;0;0;0;0
02647;0;0;0;89;0;931;191;0;0;0;0;0;0;0
02649;0;0;0;0;0;15;92;0;0;0;0;0;0;0
02653;0;0;0;0;0;3926;0;0;0;0;0;0;0;0
02662;0;8982;0;860;0;0;862;0;0;0;0;0;979;0
02667;0;0;0;30;0;0;0;0;0;0;0;0;0;0
02674;0;0;0;0;0;200;172;0;0;0;0;0;0;0
02678;0;0;0;0;0;61;279;0;0;0;0;0;0;0
02685;0;0;0;0;0;0;304;0;0;0;0;0;0;0
02697;0;0;0;0;0;0;946;0;0;0;0;0;0;0
02703;0;898;305;0;0;196;0;0;0;0;0;0;0;0
02706;0;0;0;0;0;0;59;0;0;0;0;0;0;0
02711;0;0;0;0;0;629;1286;0;0;0;0;0;0;0
02713;0;0;0;0;0;0;379;0;0;0;0;0;0;0
02715;0;0;0;0;0;0;0;189;0;0;0;0;0;0
02717;0;233;0;178;0;0;502;0;0;0;0;0;0;0
02727;0;0;0;148;0;101;177;0;0;0;0;0;0;0
02729;0;0;0;0;0;0;658;0;0;0;0;0;0;0
02737;0;0;0;0;0;0;172;0;0;0;0;0;0;0
02740;0;0;0;0;0;0;353;0;0;0;0;0;0;0
02741;0;0;0;148;0;0;0;0;0;0;0;0;0;0
02746;0;35;0;0;0;0;0;0;0;0;0;0;0;0
02747;0;0;0;0;0;0;164;0;0;0;0;0;0;0
02751;0;0;0;0;0;0;1910;0;0;0;0;0;0;0
02769;0;0;0;0;0;0;537;0;0;0;0;0;0;0
02772;0;0;0;0;0;304;675;0;0;0;0;0;0;0
02773;0;0;0;0;0;0;86;0;0;0;0;0;0;0
02778;0;0;0;0;0;1882;262;0;0;0;0;0;0;0
02785;0;0;0;0;0;289;1542;0;0;0;0;0;0;0
02792;0;0;0;0;0;550;3419;0;0;0;0;0;0;0
02794;0;3457;4220;0;0;680;832;0;0;0;0;0;0;0
02809;0;0;0;0;0;859;0;0;0;0;0;0;0;0
02810;0;1662;0;89;0;2214;229;0;0;0;0;360;0;0
02813;0;0;0;0;0;0;191;0;0;0;0;0;0;0
02815;0;0;0;0;0;645;0;0;0;0;0;0;0;0
02816;0;0;0;0;0;184;109;0;0;0;0;0;0;0
02821;0;0;0;0;0;0;1303;0;0;0;0;0;0;0
02834;0;0;0;0;0;0;894;0;0;0;0;0;0;0
02835;0;0;0;89;0;0;0;0;0;0;0;0;0;0
02836;0;0;0;0;0;418;397;0;0;0;0;0;0;0
02840;0;0;0;0;0;0;383;123;0;0;0;0;0;0
02849;0;0;0;0;0;70;0;0;0;0;0;0;0;0
02854;0;0;0;0;0;42;217;0;0;0;0;0;0;0
02856;0;0;0;0;0;385;0;0;0;0;0;0;0;0
02857;0;0;0;0;0;0;0;63;0;0;0;0;0;0
02867;0;470;0;0;0;0;0;0;0;0;0;0;0;0
02868;0;0;0;45;0;644;273;0;0;0;0;0;0;0
02871;0;0;0;0;0;8;0;0;0;0;0;0;0;0
02876;0;0;0;0;0;0;0;63;0;0;0;0;0;0
02886;0;0;0;0;0;0;4200;0;0;0;0;0;0;0
02887;0;0;0;0;0;84;0;0;0;0;0;0;0;0
02894;0;0;0;0;0;144;0;0;0;0;0;0;0;0
02900;0;0;0;0;0;0;668;0;0;0;0;0;0;0
02901;0;6301;0;0;0;1220;0;0;0;0;0;0;0;0
02909;0;0;0;0;0;0;379;0;0;0;0;0;0;0
02912;0;0;0;0;0;75;172;63;0;0;0;0;0;0
02924;0;0;0;0;0;0;0;126;0;0;0;0;0;0
02936;0;0;0;0;0;0;2579;0;0;0;0;0;0;0
02939;0;0;0;0;0;0;48;0;0;0;0;0;0;0
02946;0;0;0;0;0;0;584;0;0;0;0;0;0;0
02951;0;0;0;0;0;599;804;0;0;0;0;0;0;0
02954;0;0;0;33;0;0;0;0;0;0;0;0;0;0
02956;0;0;0;0;0;0;223;0;0;0;0;0;0;0
02964;0;0;0;0;0;595;0;0;0;0;0;0;0;0
02965;0;0;0;0;0;2066;0;0;0;0;0;0;0;0
02969;0;0;0;0;0;0;191;0;0;0;0;0;0;0
02975;0;0;0;119;0;0;150;0;0;0;0;0;0;0
02983;0;0;0;0;0;0;1535;0;0;0;0;0;0;0
02991;0;0;0;0;0;446;0;0;0;0;0;0;0;0
02995;0;0;0;0;0;0;156;0;0;0;0;0;0;0
02996;0;0;0;0;0;0;81;0;0;0;0;0;0;0
02998;0;0;0;0;0;125;0;0;0;0;0;0;0;0
02999;0;0;0;89;0;0;0;0;0;0;0;0;0;0
03004;0;0;0;0;0;0;446;0;0;0;0;0;0;0
03008;0;0;0;0;0;0;0;25;0;0;0;0;0;0
03009;0;0;0;89;0;3521;38;0;0;0;0;0;0;0
03017;0;0;0;0;0;2146;1337;0;0;0;0;0;0;0
03021;0;2082;0;267;0;0;458;123;0;0;0;0;0;0
03024;0;0;0;0;0;0;515;0;0;0;0;0;0;0
03036;0;1036;1170;0;0;466;479;0;0;0;0;0;0;0
03041;0;0;0;0;0;0;325;0;0;0;0;0;0;0
03049;0;0;0;0;0;0;124;0;0;0;0;0;0;0
03050;0;0;0;0;0;284;0;0;0;0;0;0;0;0
03051;0;0;0;297;0;0;0;0;0;0;0;0;0;0
03054;0;0;1191;0;0;0;0;0;0;0;0;0;0;0
03055;0;0;0;0;0;48;0;0;0;0;0;0;0;0
03064;0;118;816;0;0;458;95;0;0;0;0;0;0;0
03071;0;0;357;0;0;0;0;0;0;0;0;0;0;0
03076;0;2400;2361;493;0;644;1966;0;0;0;0;0;0;0
03079;0;0;0;0;0;0;38;0;0;0;0;0;0;0
03081;0;0;0;0;0;1249;3070;189;0;0;0;0;0;0
03085;899;0;0;0;0;0;0;63;0;0;0;0;0;0
03091;0;0;0;0;0;0;780;63;0;0;0;0;0;0
03092;0;0;0;0;0;1409;491;0;0;0;0;0;0;0
03094;0;0;0;0;0;0;3590;0;0;0;0;0;0;0
03097;0;0;0;74;0;200;0;0;0;0;0;0;0;0
03102;0;0;0;0;0;225;0;0;0;0;264;0;0;0
03105;0;0;0;148;0;419;0;0;0;0;0;0;0;0
03106;0;0;0;0;0;0;2071;76;0;0;0;0;0;0
03109;0;0;0;89;0;0;677;0;0;0;0;0;0;0
03117;0;0;0;0;0;404;892;0;0;0;0;0;0;0
03118;0;0;0;0;0;0;13;0;0;0;0;0;0;0
03126;0;0;0;0;0;0;189;0;0;0;0;0;0;0
03129;0;0;0;0;0;2017;307;0;0;0;0;0;0;0
03139;0;0;0;0;0;403;278;0;0;0;0;0;0;0
03141;0;0;0;89;0;150;0;0;0;0;0;0;0;0
03142;0;0;0;0;0;1020;1301;0;0;0;0;0;0;0
03151;0;0;0;0;0;170;0;0;0;0;0;0;0;0
03167;0;0;0;0;0;93;286;0;0;0;0;0;0;0
03169;0;0;0;0;0;121;0;25;0;0;0;0;0;0
03171;0;0;0;0;0;587;0;0;0;0;0;0;0;0
03177;0;233;0;0;0;0;0;0;0;0;0;0;0;0
03178;0;0;0;0;0;457;767;0;0;0;0;0;0;0
03180;0;0;0;0;0;86;0;0;0;0;0;0;0;0
03184;0;0;0;0;0;121;572;0;0;0;0;0;0;0
03187;0;429;0;0;0;299;236;88;0;0;0;0;0;0
03192;0;0;0;0;0;507;573;0;0;0;0;0;0;0
03194;0;7145;0;0;0;0;0;0;0;0;0;0;0;0
03195;0;0;0;0;0;84;326;0;0;0;0;0;0;0
03196;0;0;0;0;0;0;131;0;0;0;0;0;0;0
03197;0;6208;2720;1209;0;1456;1842;0;0;0;426;11388;3722;0
03201;0;0;0;0;0;0;1161;0;0;0;0;0;0;0
03211;0;1874;407;229;0;997;0;0;0;0;1404;0;0;0
03212;0;0;0;178;0;203;742;0;0;0;0;0;0;0
03214;0;0;0;0;0;400;160;114;0;0;0;0;0;0
03219;0;0;0;178;0;0;649;0;0;0;0;0;0;0
03225;0;0;0;0;0;0;86;0;0;0;0;0;0;0
03227;0;0;0;89;0;0;382;0;0;0;0;0;0;0
03228;0;0;0;312;0;2156;525;0;0;0;0;0;0;0
03231;0;0;0;0;0;0;513;62;128;0;0;0;0;0
03233;0;0;0;0;0;0;174;0;0;0;0;0;0;0
03237;0;0;0;0;0;1606;197;0;0;0;0;0;0;0
03250;0;0;0;516;0;200;0;0;0;0;0;0;0;0
03252;0;0;0;0;0;0;182;0;0;0;0;0;0;0
03253;0;1410;0;0;0;0;547;93;0;0;0;0;0;0
03265;0;470;0;74;0;96;15;0;0;0;0;0;0;0
03271;0;440;0;178;0;426;1389;0;0;0;0;0;0;0
03274;0;0;0;0;0;219;423;0;0;0;0;0;0;0
03287;0;0;0;0;0;186;495;63;0;0;0;0;0;0
03291;0;0;0;0;0;408;0;0;0;0;0;0;0;0
03296;0;0;0;0;0;84;434;0;0;0;0;0;0;0
03304;0;70;0;178;0;398;2001;0;0;0;0;0;0;0
03306;0;0;0;0;0;0;95;0;0;0;0;0;0;0
03309;0;0;0;0;0;289;0;0;0;0;0;0;0;0
03311;0;0;0;178;0;0;227;51;0;0;0;0;0;0
03313;0;0;0;0;0;0;1996;0;0;0;0;0;0;0
03314;0;0;0;0;0;37;0;0;0;0;0;0;0;0
03321;0;0;0;0;0;931;0;0;0;0;0;0;0;0
03322;0;0;0;0;0;121;570;123;0;0;0;0;0;0
03323;0;0;0;0;0;0;0;126;0;0;0;0;0;0
03329;0;0;0;0;0;0;1887;0;0;0;0;0;0;0
03335;0;0;0;0;0;0;0;0;0;0;0;0;1861;0
03342;0;0;0;0;0;0;0;126;0;0;0;0;0;0
03357;0;0;0;0;0;0;76;0;0;0;0;0;0;0
03358;0;0;0;0;0;242;177;25;0;0;0;0;0;0
03360;0;0;0;0;0;0;197;0;0;0;0;0;0;0
03366;0;0;0;0;0;0;218;0;0;0;0;0;0;0
03370;0;0;0;0;0;0;31;10;0;0;0;0;0;0
03377;0;0;0;0;0;813;0;0;0;0;0;0;0;0
03382;0;0;0;0;0;0;153;0;0;0;0;0;0;0
03383;0;0;0;0;0;0;0;0;0;0;0;0;683;0
03389;0;0;0;0;0;0;0;51;0;0;0;0;0;0
03392;0;2225;0;148;0;0;1133;0;0;0;0;0;0;0
03393;0;1036;0;0;0;251;0;0;0;0;0;0;0;0
03403;0;3731;2677;115;0;455;307;0;0;0;0;0;0;0
03405;0;0;0;0;0;0;1086;0;0;0;0;0;0;0
03408;0;5041;0;0;0;121;408;0;0;0;0;0;0;0
03410;0;0;0;0;0;0;131;0;0;0;0;0;0;0
03416;0;0;0;178;0;429;0;0;0;0;0;0;0;0
03417;0;0;0;0;0;36;335;0;0;0;0;0;0;0
03419;0;0;0;0;0;780;544;0;0;0;0;0;0;0
03426;0;0;0;0;0;0;0;63;0;0;0;0;0;0
03427;0;0;0;0;0;0;458;0;0;0;0;0;0;0
03432;0;0;0;0;0;572;120;0;0;0;0;0;0;0
03434;0;0;0;0;0;0;0;63;0;0;0;0;0;0
03435;0;233;0;0;0;0;0;0;0;0;0;0;0;0
03438;0;0;0;0;0;84;326;0;0;0;0;0;0;0
03439;0;0;0;0;0;298;0;0;0;0;0;0;0;0
03440;0;0;0;0;0;0;83;0;0;0;0;0;0;0
03446;0;0;0;0;0;199;128;0;0;0;0;0;0;0
03455;0;0;0;0;0;691;613;0;0;0;0;0;0;0
03461;0;0;0;0;0;363;0;0;0;0;0;0;0;0
03474;0;0;0;0;0;482;0;0;0;0;0;0;0;0
03476;0;12884;0;0;0;920;218;0;0;0;0;0;0;0
03480;0;0;0;59;0;0;0;0;0;0;0;0;0;0
03482;0;0;0;0;0;920;0;0;0;0;0;0;0;0
03483;0;0;0;0;0;0;172;0;0;0;0;0;0;0
03484;0;1880;0;0;0;0;0;0;0;0;0;0;0;0
03485;0;0;0;0;0;363;0;0;0;0;0;0;0;0
03486;0;0;522;0;0;0;0;0;0;0;0;0;0;0
03494;0;0;0;74;0;0;0;0;0;0;0;0;0;0
03498;0;0;0;0;0;0;573;0;0;0;0;0;0;0
03508;0;466;3484;267;0;624;4395;0;0;0;0;0;0;0
03509;0;0;0;0;0;559;850;0;0;0;0;0;0;0
03511;0;0;0;0;0;0;505;0;0;0;0;0;0;0
03512;0;0;0;0;0;0;278;0;0;0;0;0;0;0
03515;0;0;0;0;0;0;1561;0;0;0;0;0;0;0
03516;0;470;0;0;0;0;513;0;0;0;0;0;0;0
03519;0;916;0;0;0;0;1261;63;0;0;0;0;0;0
03520;0;0;0;0;0;292;0;0;0;0;0;0;0;0
03523;0;0;0;0;0;1089;327;0;0;0;0;0;0;0
03524;0;0;0;0;0;0;316;0;0;0;0;0;0;0
03526;0;0;0;0;0;242;363;0;0;0;0;0;0;0
03536;0;0;0;0;0;0;446;0;0;0;0;0;0;0
03537;0;714;298;89;0;0;285;0;0;0;0;0;0;0
03538;0;0;0;0;0;0;0;13;0;0;0;0;0;0
03540;0;0;0;0;0;42;109;0;0;0;0;0;341;0
03541;0;0;0;0;0;828;0;0;0;0;0;0;0;0
03545;0;235;0;59;0;0;321;0;0;0;0;0;0;0
03547;0;0;0;0;0;0;570;0;0;0;0;0;0;0
03548;0;0;0;0;0;0;1066;0;0;0;0;0;0;0
03549;0;0;0;0;0;152;256;0;0;0;0;0;0;0
03559;0;233;0;30;0;369;473;0;0;0;0;0;0;0
03568;0;1235;0;0;0;606;812;63;0;0;0;0;0;0
03582;0;0;0;0;0;482;0;0;0;0;0;0;0;0
03583;0;0;0;0;0;0;430;0;0;0;0;0;0;0
03589;0;0;0;0;0;0;7180;0;0;0;0;0;0;0
03592;0;0;0;15;0;0;6116;0;0;0;0;0;0;0
03593;0;0;0;0;0;3435;1886;3790;0;0;0;0;0;0
03596;0;0;0;0;0;0;616;0;0;0;0;0;0;0
03602;0;0;0;0;0;0;22;0;0;0;0;0;0;0
03613;0;3773;1170;0;0;495;611;0;0;0;0;0;0;0
03615;0;470;0;148;0;75;131;63;0;0;0;0;0;0
03623;0;10526;0;0;0;399;2499;0;0;0;0;6086;0;0
03624;0;233;0;0;0;463;66;0;0;0;0;0;0;0
03639;0;0;0;0;0;96;0;0;0;0;0;0;0;0
03640;0;0;0;59;0;0;0;0;0;0;0;0;0;0
03644;0;0;0;0;0;338;382;0;0;0;0;0;0;0
03645;0;0;0;0;0;0;19;0;0;0;0;0;0;0
03649;0;0;0;178;0;0;0;0;0;0;0;0;0;0
03650;0;0;0;0;0;1862;0;0;0;0;0;0;0;0
03651;0;0;0;0;0;0;305;0;0;0;0;0;0;0
03654;0;0;0;0;0;363;1335;0;0;0;0;0;0;0
03655;0;0;0;0;0;1284;2505;0;0;0;0;0;0;0
03657;0;0;0;0;0;1506;793;0;0;0;0;0;0;0
03662;0;0;0;178;0;56;255;0;0;0;0;0;0;0
03665;0;1880;0;223;0;400;955;0;0;0;0;0;0;0
03668;0;460;0;0;0;0;0;0;0;0;0;0;0;0
03670;0;0;0;0;0;289;0;0;0;0;0;0;0;0
03675;0;1410;0;0;0;121;175;0;0;0;0;0;0;0
03703;0;0;0;178;0;0;320;0;0;0;0;0;0;0
03706;0;0;0;148;0;0;0;0;0;0;0;0;0;0
03707;0;0;0;0;0;0;382;62;0;0;0;0;0;0
03712;0;233;0;89;0;559;888;0;0;0;0;0;0;0
03713;0;0;0;0;0;0;226;0;0;0;0;0;0;0
03725;0;0;0;0;0;242;731;0;0;0;0;0;0;0
03727;0;705;0;267;0;1669;846;0;0;0;0;0;0;0
03731;0;0;0;0;0;739;644;0;0;0;0;0;0;0
03739;0;0;0;0;0;0;298;0;0;0;0;0;0;0
03741;0;0;0;178;0;0;1026;0;0;0;0;0;0;0
03748;0;0;0;0;0;0;86;0;0;0;0;0;196;0
03749;0;0;0;0;0;7443;109;0;0;0;0;0;0;0
03763;0;0;0;0;0;0;107;63;0;0;0;0;0;0
03765;0;1170;0;0;0;0;752;0;0;0;0;0;0;0
03768;0;0;0;178;0;1074;1931;63;0;0;0;0;0;0
03769;0;0;0;0;0;200;251;0;0;0;0;0;0;0
03771;0;0;0;0;0;799;1910;0;0;0;0;0;0;0
03779;0;0;0;0;0;121;158;0;0;0;0;0;0;0
03783;0;0;0;0;0;0;172;0;0;0;0;0;0;0
03784;0;0;0;0;0;0;5049;0;0;0;0;0;0;0
03788;0;0;0;0;0;24;0;0;0;0;0;0;0;0
03789;0;15122;0;0;0;1211;1203;0;0;0;0;0;0;0
03792;0;0;0;0;0;0;191;0;0;0;0;0;0;0
03793;0;0;0;0;0;0;703;0;0;0;0;0;0;0
